Sample_name 	 Area 	 Kink angle 	 Ratio (P/A) 	 Posterior Length 	 Anterior Length
Ath_ref_sim_time_step_306.ply 	 1929.1271060776116 	 48.25373025439779 	 1.8761885252980464 	 75.66346171944204 	 40.32828295196099
attempt_33_time_step_247.ply 	 2495.3433193106025 	 50.63713270018362 	 2.107838646722815 	 79.53955891465267 	 37.73512694546979
