Label,Value
4128,166.98
3624,112.049
4164,77.8427
3684,438.098
3556,496.584
3916,87.0121
3884,305.814
3740,79.9358
4274,105.78
3978,132.722
4026,73.1497
3814,157.103
4406,66.5984
4278,541.389
4046,447.1
3566,264.098
3841,461.799
3985,48.5206
4177,34.0343
4049,158.565
4217,137.888
3833,103.581
4165,160.938
3813,33.0273
3797,141.845
4405,88.9057
4237,75.097
3933,99.5204
4061,141.861
3923,130.455
4123,130.42
3995,79.745
3771,113.107
4183,78.7427
4151,88.1754
4031,82.0858
