Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
1024,70.5934,70.5934,33.7924,-41.9211,6.29349
512,101.194,101.194,5.15895,-15.7387,-22.2163
256,30.2395,30.2395,-23.3447,17.3723,23.2345
1280,19.0059,19.0059,57.6006,-59.6524,34.2727
768,132.954,132.954,22.1966,-6.69616,-11.6953
128,93.224,93.224,-30.8377,29.1739,-6.23368
1152,129.69,129.69,43.4518,-40.6683,0.471202
640,159.556,159.556,15.9668,-24.988,1.19596
384,143.52,143.52,-9.96689,15.4652,15.027
896,146.54,146.54,28.0838,-35.9955,-4.914
64,229.976,229.976,-33.521,24.7589,-12.4736
1088,247.765,247.765,40.6777,-23.4145,21.9965
576,147.606,147.606,12.0152,-39.0093,18.445
320,146.494,146.494,-14.9599,-1.88507,-17.862
832,253.16,253.16,26.8927,-46.4431,20.2302
192,160.047,160.047,-24.6272,19.3644,5.93847
1216,134.151,134.151,50.1707,-32.1938,7.2249
704,48.2286,48.2286,17.4114,-38.0023,3.40553
448,119.886,119.886,-3.01131,2.19335,-1.11811
960,4.05827,4.05827,30.1214,-11.3589,34.2131
32,282.998,282.998,-37.3555,32.889,18.2509
1056,100.449,100.449,36.8271,-36.7411,12.235
544,129.195,129.195,9.62606,-14.0865,-10.2225
288,147.062,147.062,-18.3743,13.9498,6.34042
1312,15.7009,15.7009,59.5776,-60.0695,20.2715
800,152.525,152.525,23.9597,-9.90411,-17.0629
160,176.725,176.725,-26.382,33.842,12.4167
1184,80.057,80.057,46.2662,-21.7638,18.4017
672,124.185,124.185,17.5442,-27.3342,3.3267
416,257.112,257.112,-5.30394,15.8371,-2.45953
928,116.14,116.14,29.7287,-49.9719,-0.22723
96,357.224,357.224,-29.989,8.88689,-10.2119
1120,210.569,210.569,41.7858,-44.0761,17.0526
608,164.392,164.392,14.4887,-37.5881,26.7485
352,218.119,218.119,-12.2881,2.50355,-12.6967
864,14.5202,14.5202,25.0737,-60.2611,12.3605
224,328.043,328.043,-20.8048,7.02166,-14.2718
1248,188.781,188.781,56.0375,-38.2609,19.0086
736,126.359,126.359,20.5145,-13.9658,-14.7332
480,128.258,128.258,1.28153,9.05387,-10.2873
992,151.079,151.079,33.3539,-25.5886,-15.477
16,248.354,248.354,-41.2773,16.9973,-11.5907
1040,166.23,166.23,36.2316,-28.4924,-10.8923
528,158.201,158.201,8.38358,-48.7693,21.4398
272,128.085,128.085,-18.3774,19.0306,17.71
1296,172.637,172.637,59.1328,-45.819,17.5553
784,48.6439,48.6439,22.8217,-60.1087,0.196747
144,91.7155,91.7155,-28.9993,22.1573,1.83709
1168,280.097,280.097,47.3336,-27.2041,30.5376
656,124.555,124.555,16.4096,-35.3248,2.43658
400,236.194,236.194,-8.00693,17.3119,23.7245
912,162.89,162.89,29.4071,-26.378,5.46145
80,137.4,137.4,-33.68,48.8236,-4.9858
1104,104.668,104.668,40.3327,-51.8427,-9.15963
592,125.426,125.426,13.7744,-16.3963,-24.2632
336,130.606,130.606,-14.891,22.7708,-2.49143
848,280.973,280.973,27.8893,-33.1176,25.1868
208,39.9495,39.9495,-25.3925,13.7764,21.3198
1232,199.378,199.378,53.1463,-45.2404,3.35682
720,147.44,147.44,20.1644,-25.5969,25.0156
464,129.744,129.744,-0.445738,-0.898354,-25.533
976,140.915,140.915,32.5248,-38.9748,1.40575
48,147.886,147.886,-37.3508,17.2918,-1.58316
1072,2.19004,2.19004,35.4437,-54.3803,-16.5232
560,25.3345,25.3345,9.51135,-22.9416,34.1152
304,82.4221,82.4221,-17.5349,11.3832,0.408843
1328,2.33413,2.33413,60.2962,-56.8902,34.3268
816,134.327,134.327,24.1677,-31.9722,-4.19076
176,143.692,143.692,-25.9769,27.8177,-2.19994
1200,20.0664,20.0664,48.2076,-32.6393,31.1965
688,186.861,186.861,18.7752,-35.9972,-8.72682
432,128.143,128.143,-4.87681,8.48183,6.64662
944,163.715,163.715,32.429,-19.2201,26.792
112,243.246,243.246,-28.2292,4.29181,-15.568
1136,7.19152,7.19152,40.4983,-30.9361,-1.12169
624,26.386,26.386,13.9658,-27.749,28.2868
368,166.831,166.831,-9.91942,-2.56834,-15.4637
240,136.089,136.089,-22.6158,23.9165,7.62588
1264,81.1051,81.1051,56.0721,-32.8805,29.2232
752,120.74,120.74,20.5254,-32.0502,2.07682
