Label,Value
560,373.874
452,164.582
372,115.656
428,63.7855
730,178.527
474,164.312
406,126.282
566,89.6871
694,42.5995
502,73.3669
606,308.115
510,132.869
545,152
485,223.019
469,109.341
669,143.289
403,124.281
371,312.026
699,185.122
551,48.2983
743,4.87845
599,147.687
311,247.129
