Label,Value
384,20.0778
456,5.21791
376,35.801
436,11.0239
460,0
428,0
492,21.9596
476,0
316,18.2163
354,14.1913
402,6.70222
306,19.3899
394,14.4618
362,14.5433
378,21.8595
506,17.9523
390,6.17346
422,21.8354
334,25.5127
430,3.34665
513,11.9178
449,16.2902
361,29.2592
345,12.8986
389,23.4277
421,7.28693
405,16.7477
437,28.7682
451,0
371,12.4511
443,11.0641
327,19.7459
455,15.536
423,8.92446
471,5.27948
