Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
1024,121.359,121.359,-62.0602,68.3467,4.44205
1536,162.608,162.608,-51.2012,57.5689,9.56487
768,177.748,177.748,-68.6032,28.0739,10.6951
1152,155.441,155.441,-59.6583,36.0258,3.35799
640,159.666,159.666,-70.2117,61.0844,-2.81179
1408,188.742,188.742,-53.9367,25.5349,21.3162
896,217.913,217.913,-63.728,12.2586,28.4151
1216,163.911,163.911,-59.0068,11.1313,20.584
704,80.7986,80.7986,-69.781,63.3593,-0.306091
960,122.636,122.636,-63.6749,75.1916,6.54023
544,203.481,203.481,-72.6924,41.364,21.0357
1568,102.645,102.645,-50.9862,10.2636,11.5928
1824,263.25,263.25,-39.8992,52.8011,25.9353
672,176.252,176.252,-69.6886,76.1764,10.7364
1440,190.828,190.828,-53.6973,44.4799,0.457801
928,362.89,362.89,-61.376,51.7272,-14.1002
1632,274.021,274.021,-47.7194,30.546,11.69
1376,228.339,228.339,-53.7088,39.1801,25.3057
1248,146.515,146.515,-57.9269,3.03408,29.0815
1760,203.167,203.167,-43.3043,60.2193,0.859679
480,173.921,173.921,-75.1958,55.9208,-8.67577
992,187.971,187.971,-62.2986,38.7985,24.4152
1552,310.573,310.573,-49.1815,36.3333,-4.91987
656,166.094,166.094,-71.5884,-0.230015,15.5373
1680,189.577,189.577,-46.3959,51.2075,17.3516
1936,301.997,301.997,-35.735,43.5546,11.9185
592,149.241,149.241,-72.3214,24.6941,8.19994
1360,40.2212,40.2212,-57.1413,56.6579,3.03732
848,161.363,161.363,-67.2357,46.9346,5.72905
1872,272.594,272.594,-38.5014,38.4572,12.1557
720,187.399,187.399,-69.2312,7.87418,20.3072
1488,127.218,127.218,-53.7338,59.8909,11.2601
976,172.427,172.427,-63.6659,6.77092,21.5329
560,79.8082,79.8082,-74.3309,47.1667,10.6336
816,344.627,344.627,-65.4169,50.2289,32.8878
1968,322.3,322.3,-35.0947,62.1914,17.0835
1136,173.915,173.915,-59.8921,28.0778,29.5722
1648,148.727,148.727,-47.761,47.5388,2.2683
368,115.021,115.021,-79.7459,11.8166,26.2771
880,114.757,114.757,-66.4082,47.2559,9.82061
752,253.028,253.028,-68.7242,64.3079,11.9628
496,188.203,188.203,-75.3213,19.1482,24.3423
1008,104.245,104.245,-64.3305,32.6223,12.0897
1032,248.221,248.221,-60.9927,39.512,29.5006
264,269.979,269.979,-81.8673,51.8474,-2.74464
776,175.301,175.301,-68.4187,19.7426,23.537
392,237.382,237.382,-76.965,41.2469,28.3018
1416,231.315,231.315,-54.2463,31.1834,-4.60608
1928,118.688,118.688,-38.6065,-3.03136,41.3559
584,174.957,174.957,-72.7957,40.9989,35.6597
1608,122.532,122.532,-49.4569,3.96559,30.2582
328,317.831,317.831,-79.1601,42.8004,-3.15581
840,162.399,162.399,-66.3205,40.1499,22.5299
712,154.051,154.051,-69.3445,39.467,17.2191
1736,248.754,248.754,-42.7854,43.2461,27.2326
968,101.678,101.678,-65.223,53.4795,-1.96734
552,169.793,169.793,-73.5331,32.8699,36.1801
1576,116.338,116.338,-49.3082,4.13021,18.6071
1320,99.4601,99.4601,-57.0077,43.0551,19.0356
808,210.349,210.349,-66.9872,58.1471,-12.7283
1192,84.0029,84.0029,-59.4541,65.4227,-5.3115
424,110.899,110.899,-78.1622,9.0867,19.2094
1448,1.48125,1.48125,-56.3815,62.5239,30.392
936,23.3041,23.3041,-67.0371,57.5248,4.72635
1128,180.68,180.68,-59.1073,59.2198,-0.632642
1640,118.299,118.299,-48.634,6.29451,10.3409
360,117.161,117.161,-80.3843,-5.45406,40.743
1384,106.508,106.508,-55.9856,55.8737,12.914
1896,81.6832,81.6832,-38.3467,1.99707,46.3485
744,296.708,296.708,-67.2965,41.6016,37.0327
1512,125.554,125.554,-52.283,65.8172,15.2183
536,124.754,124.754,-74.0117,59.8415,22.4548
1560,118.708,118.708,-51.4101,43.7089,17.9476
280,169.6,169.6,-82.3943,30.922,23.3043
1176,40.6042,40.6042,-61.2928,60.8799,3.42806
1688,198.088,198.088,-46.1392,55.811,24.8081
408,136.004,136.004,-78.3123,8.68934,25.8911
1432,259.44,259.44,-51.9843,54.4611,35.931
600,104.033,104.033,-73.5149,11.5213,9.55794
1624,113.13,113.13,-49.6848,67.8714,9.27628
856,88.6998,88.6998,-67.5562,8.91728,14.1835
728,151.237,151.237,-69.0287,4.95934,26.0214
1496,92.935,92.935,-52.8984,49.2374,18.3108
984,265.082,265.082,-60.6018,56.2055,-14.8088
568,275.356,275.356,-72.5548,33.1543,1.94716
1592,112.833,112.833,-50.0546,39.5267,9.24738
1336,193.343,193.343,-54.0003,63.3429,-8.30359
824,151.964,151.964,-67.5808,4.08559,15.8436
1848,240.938,240.938,-39.7623,42.223,20.2038
1720,146.487,146.487,-46.804,65.9957,9.52405
632,97.7246,97.7246,-73.1776,54.3911,11.1321
376,310.122,310.122,-78.5438,50.2246,1.72014
1400,137.449,137.449,-55.3772,43.5745,5.71108
1272,193.324,193.324,-57.1089,37.4281,-1.39405
1528,130.627,130.627,-51.6794,61.7319,15.6645
1028,151.879,151.879,-63.0745,20.0476,13.4554
516,132.638,132.638,-75.1534,2.82367,26.0145
1540,114.719,114.719,-51.5187,-2.53604,24.6566
1796,301.589,301.589,-42.2146,54.2592,17.9283
644,125.244,125.244,-72.0482,0.939453,8.97965
900,45.2578,45.2578,-66.0022,53.6928,19.3174
580,161.544,161.544,-73.6579,20.1044,9.2954
1348,119.163,119.163,-55.5806,-0.79491,21.665
836,129.502,129.502,-67.3242,48.1161,22.6625
1220,36.9215,36.9215,-60.4787,34.1291,17.87
1476,293.821,293.821,-50.9758,30.0822,-0.689687
964,114.952,114.952,-64.8067,-1.83153,15.4953
548,160.008,160.008,-73.2255,50.8539,20.8839
1572,104.286,104.286,-51.3073,50.5452,8.83792
1188,106.173,106.173,-60.7739,-0.9441,44.6859
1700,99.2327,99.2327,-47.4009,38.5529,13.0811
612,74.1373,74.1373,-73.5445,48.0211,20.7289
868,138.626,138.626,-67.0775,44.9337,18.1593
740,386.732,386.732,-68.1981,42.863,-8.73086
484,208.086,208.086,-73.9642,58.9681,-5.94372
1508,153.862,153.862,-51.7027,1.88107,34.4608
1044,145.144,145.144,-63.1941,44.6342,3.03131
532,96.7564,96.7564,-75.3487,1.18617,19.7754
1300,113.681,113.681,-56.4477,43.9332,13.7269
1172,122.349,122.349,-59.7183,19.0516,33.3116
660,124.57,124.57,-70.3887,69.5033,17.5198
916,109.112,109.112,-66.463,41.6023,1.75331
1108,107.717,107.717,-61.3925,13.7361,36.29
1620,62.0505,62.0505,-49.7968,52.906,19.6827
1236,48.6367,48.6367,-59.5576,0.0945308,12.1973
724,184.456,184.456,-70.1136,20.8824,11.9035
1748,127.079,127.079,-45.8578,-1.18962,34.4455
468,151.421,151.421,-76.7205,29.3733,23.1355
980,316.009,316.009,-60.334,49.8038,29.4475
1076,191.488,191.488,-60.5633,57.0605,29.23
1588,142.432,142.432,-49.5559,44.8287,0.945547
1332,83.1758,83.1758,-56.7955,51.8237,21.4153
