Label,Value,Volume (µm³),Center_X,Center_Y,Center_Z
1024,89.4639,89.4639,-62.0963,68.3343,4.38824
1536,150.432,150.432,-51.2109,57.5454,9.54405
768,176.109,176.109,-68.6306,28.0974,10.7462
1152,137.524,137.524,-59.6205,36.0107,3.42368
640,131.247,131.247,-70.2289,61.1376,-2.90825
1408,201.14,201.14,-53.9261,25.4942,21.2804
896,207.973,207.973,-63.735,12.287,28.3762
1216,148.234,148.234,-59.0023,11.1382,20.4247
704,44.4895,44.4895,-69.7703,63.4061,-0.360849
960,103.788,103.788,-63.6754,75.2388,6.52249
544,217.104,217.104,-72.608,41.3183,21.0363
1568,83.2445,83.2445,-50.9796,10.2889,11.5784
1824,312.071,312.071,-39.7534,52.8291,25.9429
672,179.243,179.243,-69.707,76.2155,10.7775
1440,169.08,169.08,-53.5334,44.3668,0.424483
928,446.429,446.429,-61.4091,51.6372,-14.1978
1632,351.179,351.179,-47.6793,30.4636,11.6847
1376,239.464,239.464,-53.6974,39.1576,25.2512
1248,134.703,134.703,-57.9208,3.01017,29.0011
1760,179.282,179.282,-43.3665,60.1571,0.701522
480,168.438,168.438,-75.1633,55.9558,-8.7212
992,175.596,175.596,-62.2296,38.8015,24.4518
1552,398.624,398.624,-49.0575,36.2326,-4.96366
656,154.49,154.49,-71.5227,-0.306006,15.595
1680,182.239,182.239,-46.3968,51.1381,17.328
1936,391.93,391.93,-35.6755,43.5158,11.9108
592,136.721,136.721,-72.3796,24.6543,8.22336
1360,15.8031,15.8031,-57.1627,56.7021,3.0019
848,142.178,142.178,-67.2018,47.006,5.77834
1872,341.86,341.86,-38.4416,38.3921,12.1487
720,159.375,159.375,-69.2421,7.89768,20.2721
1488,89.2743,89.2743,-53.7499,60.0271,11.3546
976,170.901,170.901,-63.6708,6.72367,21.518
560,51.7132,51.7132,-74.347,47.1962,10.608
816,428.86,428.86,-65.553,50.2062,32.9862
1968,428.521,428.521,-35.0503,62.2129,16.9821
1136,154.819,154.819,-60.0635,28.2088,29.6815
1648,130.086,130.086,-47.8018,47.5056,2.38549
368,91.7294,91.7294,-79.8016,11.7954,26.3167
880,82.0615,82.0615,-66.3962,47.2329,9.90283
752,256.35,256.35,-68.8259,64.3198,11.8266
496,181.643,181.643,-75.3492,19.1235,24.3336
1008,80.1521,80.1521,-64.333,32.5914,12.12
1032,291.438,291.438,-60.9341,39.4635,29.4567
264,321.165,321.165,-81.8575,51.8128,-2.8495
776,162.902,162.902,-68.4635,19.7732,23.5083
392,251.336,251.336,-76.9193,41.1933,28.2191
1416,261.447,261.447,-54.2695,31.0022,-4.73998
1928,97.3594,97.3594,-38.5787,-2.97688,41.2847
584,163.497,163.497,-72.9942,41.1147,35.6678
1608,102.286,102.286,-49.455,3.98031,30.2592
328,446.863,446.863,-79.2511,42.8187,-3.1178
840,145.589,145.589,-66.3304,40.1621,22.5084
712,136.439,136.439,-69.322,39.471,17.2046
1736,277.375,277.375,-42.6772,43.2012,27.307
968,70.2088,70.2088,-65.21,53.4358,-1.99339
552,154.622,154.622,-73.571,32.8889,36.2406
1576,83.6652,83.6652,-49.3611,4.16361,18.4944
1320,70.7018,70.7018,-57.0792,43.0977,19.0574
808,232.592,232.592,-67.0191,58.1906,-12.7272
1192,54.3436,54.3436,-59.4272,65.4953,-5.28571
424,85.5205,85.5205,-78.1958,9.04553,19.1665
1448,0.0789362,0.0789362,-56.3696,62.5346,30.3666
936,7.51271,7.51271,-67.0508,57.5187,4.77379
1128,162.233,162.233,-58.9871,59.2933,-0.682349
1640,106.795,106.795,-48.6086,6.30382,10.3245
360,97.6381,97.6381,-80.3646,-5.48343,40.6619
1384,61.2909,61.2909,-55.8458,56.0455,12.7431
1896,54.125,54.125,-38.292,2.0376,46.3431
744,371.57,371.57,-67.1912,41.5526,37.2604
1512,104.778,104.778,-52.3051,65.8686,15.1472
536,82.4398,82.4398,-74.0744,59.9187,22.4584
1560,83.8419,83.8419,-51.4012,43.8052,17.9098
280,182.837,182.837,-82.4444,30.938,23.3293
1176,18.7058,18.7058,-61.3421,60.9033,3.43621
1688,209.627,209.627,-46.1715,55.7682,24.7248
408,117.976,117.976,-78.3521,8.67867,25.8927
1432,313.557,313.557,-52.0267,54.4077,36.0095
600,74.1917,74.1917,-73.5649,11.495,9.56856
1624,89.4165,89.4165,-49.7353,67.9258,9.25565
856,59.4279,59.4279,-67.604,8.88835,14.197
728,136.89,136.89,-69.01,4.96538,26.057
1496,68.4049,68.4049,-52.8729,49.2208,18.3344
984,316.751,316.751,-60.5275,56.3073,-14.8794
568,353.877,353.877,-72.6466,33.1119,1.97557
1592,91.674,91.674,-50.0486,39.5281,9.24962
1336,175.564,175.564,-54.0368,63.359,-8.30269
824,116.8,116.8,-67.4007,3.72896,15.8169
1848,246.623,246.623,-39.72,42.2281,20.2544
1720,131.724,131.724,-46.7755,65.9746,9.51447
632,58.8861,58.8861,-73.1686,54.3465,10.9713
376,357.29,357.29,-78.5933,50.146,1.7603
1400,115.715,115.715,-55.336,43.5526,5.74431
1272,200.04,200.04,-57.0743,37.3162,-1.42828
1528,107.16,107.16,-51.6633,61.7399,15.6102
1028,140.383,140.383,-63.0005,19.9923,13.4643
516,105.335,105.335,-75.1352,2.80052,26.0433
1540,89.7024,89.7024,-51.5386,-2.54672,24.6433
1796,347.404,347.404,-42.0692,54.3585,17.9755
644,108.045,108.045,-72.0373,0.859196,8.95739
900,16.3835,16.3835,-65.8549,53.6841,19.4168
580,155.877,155.877,-73.656,20.0883,9.24654
1348,101.609,101.609,-55.5918,-0.827548,21.6619
836,104.403,104.403,-67.2962,48.079,22.6206
1220,16.0478,16.0478,-60.4545,34.1415,17.8597
1476,402.609,402.609,-50.8772,29.9886,-0.696515
