Label,Value,Volume (µm³),Center_X,Center_Y,Center_Z
512,368.209,368.209,19.7912,-19.8853,-2.83974
256,84.9664,84.9664,1.34746,-5.75389,7.18476
128,50.1198,50.1198,-5.72557,32.4462,-14.0347
384,114.716,114.716,9.73674,-12.0514,9.79943
576,257.052,257.052,24.5974,-2.53494,13.9906
320,126.338,126.338,4.9496,-0.481495,1.94561
192,248.548,248.548,0.654907,7.24455,-24.9224
448,168.933,168.933,14.5762,17.6843,0.550043
32,148.378,148.378,-14.7463,18.7952,-2.00083
544,151.642,151.642,21.6172,16.3107,2.07361
288,82.3581,82.3581,3.70882,-12.5197,7.37934
160,201.786,201.786,-2.88065,0.70714,8.89949
416,94.3717,94.3717,10.7838,-16.3113,7.36028
96,227.298,227.298,-6.03517,17.6929,5.10055
608,553.533,553.533,34.2295,-0.303354,-3.36469
352,92.0863,92.0863,6.58898,18.9065,-2.06356
224,69.8827,69.8827,0.820842,5.95214,-9.926
480,49.988,49.988,14.76,-7.84988,-6.73605
528,188.22,188.22,19.029,0.521975,17.4608
272,77.1277,77.1277,2.06416,-10.7943,12.9846
144,98.1407,98.1407,-4.45573,-7.52052,-2.63658
400,180.143,180.143,10.9923,-0.336048,-3.32019
80,275.008,275.008,-8.02979,8.88156,9.25021
592,199.434,199.434,30.007,10.2252,-6.01045
336,187.399,187.399,6.32038,21.3755,-13.1889
208,37.0635,37.0635,-1.44768,-5.13692,6.54798
464,148.026,148.026,15.1615,14.5566,-7.33465
48,132.802,132.802,-13.0958,20.4249,-14.577
560,208.461,208.461,23.0438,7.59255,3.51587
304,149.073,149.073,4.69967,-3.54554,4.59174
176,147.511,147.511,-2.20744,32.701,-7.13026
432,147.131,147.131,11.4452,13.7582,-5.12236
112,66.48,66.48,-6.63456,-0.143308,3.08995
368,170.456,170.456,9.85355,15.881,19.3896
240,101.347,101.347,2.12681,-8.7325,-0.17
496,310.968,310.968,18.9497,-15.1598,-8.13334
520,111.472,111.472,17.7335,-9.20145,-10.2801
264,209.023,209.023,3.82811,-19.451,0.329956
136,58.7845,58.7845,-4.23628,2.37789,2.32492
392,99.6263,99.6263,8.86308,-16.8947,24.2725
72,133.603,133.603,-9.42264,23.3689,-22.1545
584,315.782,315.782,26.743,4.47617,6.52719
328,94.3029,94.3029,5.07103,0.366319,-2.28533
200,192.376,192.376,0.044339,-11.4939,-9.23915
456,147.425,147.425,13.7607,-9.52458,-11.3914
40,155.017,155.017,-14.5368,30.1414,-4.27373
552,163.007,163.007,20.9711,5.94752,-8.51327
296,226.925,226.925,4.70559,14.0426,-21.0822
168,135.604,135.604,-2.18425,14.3621,-21.3364
424,298,298,12.7664,15.6164,-18.1117
104,208.444,208.444,-5.81595,1.9812,-10.1087
616,489.405,489.405,36.281,-2.97085,1.70828
360,89.1588,89.1588,6.99263,29.948,-12.355
232,102.347,102.347,0.317843,13.424,-8.33226
488,98.4361,98.4361,16.2084,9.14428,9.71968
24,200.239,200.239,-16.2842,5.00651,-4.29614
536,74.5677,74.5677,19.0647,7.64123,4.73569
280,129.837,129.837,3.60992,12.2372,-4.34558
152,172.471,172.471,-3.08615,-2.3562,-8.33529
408,125.275,125.275,10.4498,13.8518,8.90337
88,150.441,150.441,-9.12448,-0.937743,12.6679
600,194.34,194.34,29.573,-5.63997,2.01194
