Sample_name 	 Area 	 Kink angle 	 Ratio (P/A) 	 Posterior Length 	 Anterior Length
kpar_0d8_kper_0d55-0098.ply 	 2346.000304497405 	 -22.243296010962165 	 0.7299459080352353 	 53.87138677148233 	 73.80188885021039
