Label,Value
3488,18.7875
3640,22.6978
3668,8.00812
3138,10.0354
3378,0
2970,11.0972
3162,6.86238
3674,0
3034,5.44526
3322,18.3279
3382,23.499
3406,13.3585
2894,0
3182,0
3582,0
3625,19.6373
3609,7.36155
3477,7.92668
3797,14.076
3405,15.0247
3789,0
3165,13.3737
3619,23.8507
2971,0
3419,26.86
3127,17.6007
3191,21.7413
3279,11.6593
3375,23.5799
