bin_center,mean,std,count,ci
0.0995,6.287789205434427,2.0478547857059346,10,1.269273546260929
0.30000000000000004,5.323312573718517,1.4671017084561018,10,0.9093190597377363
0.5,6.332506958908422,1.6300070282101011,10,1.0102888230003453
0.7,4.852110769287384,1.1080227237728357,10,0.6867595992437684
0.9,5.6042804926512515,1.8016941686603316,10,1.1167016151220006
