sample_name,cell_id,AP,PD,vol,AP_norm,PD_norm,vol_rescale,bin,bin_center,vol_pool_rescale
425,349,15.5628,0.0,134.519,0.5504260082549046,0.0,0.7344490811313183,"(-0.001, 0.2]",0.0995,0.8230915296226635
425,307,28.2741,13.8173,62.821,1.0,0.4021133995116656,0.3429911441933894,"(0.4, 0.6]",0.5,0.3843875808058738
425,371,0.0,10.6322,301.711,0.0,0.3094200810786428,1.6472867529286659,"(0.2, 0.4]",0.30000000000000004,1.8461018034179815
425,243,17.6953,15.3081,102.997,0.6258483912838958,0.4454989130339884,0.5623447394738468,"(0.4, 0.6]",0.5,0.6302154957778862
425,331,22.0175,10.2237,118.918,0.7787162102418821,0.29753184504841146,0.6492704809727556,"(0.2, 0.4]",0.30000000000000004,0.7276325167423777
425,391,12.262,5.2383,151.482,0.4336831234239109,0.15244589179231527,0.8270639516197292,"(-0.001, 0.2]",0.0995,0.9268843144113494
425,327,17.9648,8.72854,100.297,0.6353800828319911,0.2540194460693156,0.5476032344146763,"(0.2, 0.4]",0.30000000000000004,0.6136948025674015
425,423,0.0,0.0,215.279,0.0,0.0,1.1753838769011744,"(-0.001, 0.2]",0.0995,1.3172438198740504
425,279,8.32545,16.6399,381.642,0.2944549959149893,0.4842571816877512,2.0836953606636874,"(0.4, 0.6]",0.5,2.335181628976223
425,319,7.12469,22.5248,296.689,0.25198644696029227,0.655520535945544,1.6198675535186087,"(0.6, 0.8]",0.7,1.8153733140464798
425,383,18.6649,0.0,65.9882,0.6601412600224233,0.0,0.36028347560946533,"(-0.001, 0.2]",0.0995,0.4037669658192988
467,560,0.0,12.8247,373.874,0.0,0.4843475600774974,2.435504814978956,"(0.4, 0.6]",0.5,2.2876509827321323
467,452,8.44407,12.9265,164.582,0.41972293743973116,0.4881922177783317,1.0721265813051095,"(0.4, 0.6]",0.5,1.007040270358516
467,372,13.391,20.5214,115.656,0.6656162082094819,0.7750270976611036,0.7534108947966592,"(0.6, 0.8]",0.7,0.707673071834007
467,428,19.6256,18.3424,63.7855,0.975514708075275,0.6927332948112228,0.4155140297957071,"(0.6, 0.8]",0.7,0.39028913954717476
467,730,7.35141,0.0,178.527,0.3654109214542056,0.0,1.1629676524811783,"(-0.001, 0.2]",0.0995,1.0923665914030378
467,474,10.1932,15.6449,164.312,0.5066656062669622,0.5908574190941261,1.070367736613999,"(0.4, 0.6]",0.5,1.0053882010374675
467,406,6.72613,19.7522,126.282,0.33433060611784354,0.7459768942870199,0.8226312047512598,"(0.6, 0.8]",0.7,0.7726911777801588
467,566,6.986,4.17181,89.6871,0.3472477657046853,0.15755580985184092,0.584243258133754,"(-0.001, 0.2]",0.0995,0.548775208902986
467,694,5.95242,0.0,42.5995,0.2958723941505701,0.0,0.2775033496998883,"(-0.001, 0.2]",0.0995,0.26065676682223815
467,502,20.1182,15.1318,73.3669,1.0,0.5714792868122198,0.4779295650675885,"(0.4, 0.6]",0.5,0.44891557285344813
467,606,0.0,5.95242,308.115,0.0,0.2248037071866396,2.0071349333391493,"(0.2, 0.4]",0.30000000000000004,1.8852864402031457
467,510,12.2084,7.22202,132.869,0.6068336133451302,0.27275240479940177,0.865540500974764,"(0.2, 0.4]",0.30000000000000004,0.8129955504384784
467,545,7.83955,8.56498,152.0,0.3896745235657265,0.3234716730303683,0.9901644186993515,"(0.2, 0.4]",0.30000000000000004,0.9300538399976572
467,485,0.0,17.8285,223.019,0.0,0.6733249491092705,1.4527992006178334,"(0.6, 0.8]",0.7,1.3646031404107732
467,469,15.4261,14.1429,109.341,0.7667733693869232,0.5341317229580448,0.7122734717434591,"(0.4, 0.6]",0.5,0.669033006047262
467,669,10.3154,0.0,143.289,0.5127397083238063,0.0,0.9334188775724431,"(-0.001, 0.2]",0.0995,0.876753188680423
467,403,12.1908,22.825,124.281,0.605958783588989,0.8620266406831254,0.8095962113182507,"(0.8, 1.0]",0.9,0.7604475084786109
467,371,0.0,22.0465,312.026,0.0,0.8326252063010088,2.0326121244018673,"(0.8, 1.0]",0.9,1.909216970257296
467,699,18.2464,0.0,185.122,0.906959867184937,0.0,1.2059290626214563,"(-0.001, 0.2]",0.0995,1.1327199142634625
467,551,16.9632,11.9768,48.2983,0.84317682496446,0.45232511150640337,0.3146266983135979,"(0.4, 0.6]",0.5,0.29552644329183453
467,743,14.4966,0.0,4.87845,0.7205714228907159,0.0,0.03177939216055165,"(-0.001, 0.2]",0.0995,0.02985013918247744
467,599,12.9437,0.0,147.687,0.6433826087820977,0.0,0.9620685033187575,"(-0.001, 0.2]",0.0995,0.9036635622877238
467,311,0.0,26.4783,247.129,0.0,1.0,1.6098575172944212,"(0.8, 1.0]",0.9,1.5121268120051383
472_A,768,11.1835,10.6189,82.0071,0.4786555614524662,0.39557668165444176,0.43749845106462737,"(0.2, 0.4]",0.30000000000000004,0.5017830148820518
472_A,2916,18.922,7.2748,121.489,0.8098645803016555,0.2710018216293338,0.648129848773954,"(0.2, 0.4]",0.30000000000000004,0.743363887943917
