sample_name,bin,bin_center,vol_rescale
490_B,"(-0.001, 0.2]",0.0995,12.911864049554449
490_B,"(0.2, 0.4]",0.30000000000000004,6.719538454516677
490_B,"(0.4, 0.6]",0.5,3.3419932790162363
490_B,"(0.6, 0.8]",0.7,2.6014131978686317
490_B,"(0.8, 1.0]",0.9,3.4251910190440107
