sample_name,bin,bin_center,vol_rescale
490_B,"(-0.001, 0.2]",0.0995,7.042035067100606
490_B,"(0.2, 0.4]",0.30000000000000004,5.471218683264775
490_B,"(0.4, 0.6]",0.5,4.572048477845702
490_B,"(0.6, 0.8]",0.7,6.048162847584812
490_B,"(0.8, 1.0]",0.9,5.866534924204109
