Label,Value
4224,19.226
3856,23.0021
3984,11.9833
3888,11.8981
4272,9.8363
4136,21.6411
4280,21.4155
4004,21.2488
3684,5.79555
3988,0
3660,0
4076,10.6421
4188,14.5531
3900,8.013
4038,0
3809,0
4177,4.7391
3945,14.9074
4101,14.33
4173,9.72057
3965,23.9008
4131,6.48087
3691,12.1296
4135,19.4613
4119,14.7391
3735,17.9856
